application_id;pd;initinal_payment;delay
1152;0.019;0.364;0
1153;0.022;0.432;0
1154;0.041;0.213;1
1155;0.025;0.368;0
1156;0.053;0.311;0
1157;0.073;0.089;0
1158;0.028;0.146;0
1159;0.086;0.249;0
1160;0.037;0.344;0
1161;0.063;0.328;0
1162;0.069;0.283;0
1163;0.024;0.311;0
1164;0.059;0.212;0
1165;0.064;0.249;0
1166;0.065;0.302;0
1167;0.013;0.471;0
1168;0.066;0.218;0
1169;0.046;0.276;0
1170;0.027;0.343;0
1171;0.087;0.185;0
1172;0.031;0.106;0
1173;0.026;0.355;0
1174;0.058;0.199;0
1175;0.059;0.223;0
1176;0.038;0.418;0
1177;0.043;0.264;0
1178;0.016;0.329;0
1179;0.11;0.194;0
1180;0.082;0.262;0
1181;0.034;0.275;0
1182;0.041;0.302;0
1183;0.033;0.259;0
1184;0.025;0.159;0
1185;0.031;0.412;0
1186;0.1;0.314;0
1187;0.019;0.343;0
1188;0.06;0.376;0
1189;0.034;0.235;1
1190;0.038;0.234;0
1191;0.018;0.446;0
1192;0.082;0.328;0
1193;0.025;0.232;0
1194;0.021;0.401;0
1195;0.06;0.321;0
1196;0.035;0.333;0
1197;0.018;0.295;0
1198;0.017;0.412;0
1199;0.029;0.239;0
1200;0.044;0.244;0
1201;0.017;0.346;0
1202;0.017;0.322;0
1203;0.032;0.356;0
1204;0.129;0.3;0
1205;0.052;0.19;0
1206;0.054;0.152;0
1207;0.062;0.13;0
1208;0.058;0.272;0
1209;0.043;0.336;0
1210;0.029;0.391;0
1211;0.021;0.379;0
1212;0.049;0.266;0
1213;0.043;0.279;0
1214;0.073;0.314;0
1215;0.104;0.258;0
1216;0.034;0.162;0
1217;0.044;0.265;0
1218;0.041;0.401;0
1219;0.047;0.334;0
1220;0.034;0.273;0
1221;0.03;0.404;0
1222;0.038;0.272;0
1223;0.081;0.236;0
1224;0.091;0.182;0
1225;0.044;0.299;0
1226;0.033;0.338;0
1227;0.048;0.203;1
1228;0.021;0.437;0
1229;0.067;0.357;0
1230;0.078;0.314;0
1231;0.043;0.265;0
1232;0.04;0.374;0
1233;0.033;0.218;0
1234;0.045;0.168;1
1235;0.046;0.154;0
1236;0.038;0.21;0
1237;0.025;0.279;1
1238;0.015;0.387;0
1239;0.044;0.294;0
1240;0.126;0.193;1
1241;0.02;0.217;0
1242;0.029;0.329;0
1243;0.128;0.243;0
1244;0.048;0.251;0
1245;0.078;0.255;0
1246;0.126;0.212;1
1247;0.042;0.301;0
1248;0.024;0.375;0
1249;0.044;0.254;0
1250;0.065;0.175;0
1251;0.089;0.209;0
1252;0.022;0.362;0
1253;0.04;0.255;0
1254;0.061;0.298;0
1255;0.052;0.278;0
1256;0.116;0.34;0
1257;0.059;0.264;0
1258;0.04;0.362;0
1259;0.062;0.2;0
1260;0.073;0.089;0
1261;0.04;0.296;0
1262;0.12;0.256;1
1263;0.083;0.431;0
1264;0.043;0.246;0
1265;0.07;0.221;0
1266;0.046;0.327;0
1267;0.015;0.371;0
1268;0.062;0.191;0
1269;0.071;0.284;0
1270;0.06;0.341;0
1271;0.044;0.259;0
1272;0.037;0.305;0
1273;0.037;0.219;0
1274;0.04;0.115;0
1275;0.025;0.164;0
1276;0.05;0.33;0
1277;0.172;0.374;0
1278;0.098;0.229;0
1279;0.128;0.221;0
1280;0.048;0.295;0
1281;0.03;0.194;0
1282;0.148;0.4;0
1283;0.034;0.242;0
1284;0.032;0.398;0
1285;0.029;0.332;0
1286;0.03;0.374;0
1287;0.184;0.167;0
1288;0.075;0.236;0
1289;0.027;0.328;0
1290;0.017;0.336;0
1291;0.015;0.353;0
1292;0.092;0.342;0
1293;0.067;0.377;0
1294;0.06;0.214;0
1295;0.059;0.273;0
1296;0.151;0.185;0
1297;0.052;0.349;0
1298;0.062;0.2;0
1299;0.043;0.168;0
1300;0.02;0.436;0
1301;0.112;0.333;0
1302;0.048;0.21;0
1303;0.083;0.325;0
1304;0.026;0.199;0
1305;0.051;0.396;0
1306;0.075;0.235;0
1307;0.064;0.261;0
1308;0.062;0.291;0
1309;0.037;0.409;0
1310;0.034;0.38;0
1311;0.03;0.254;0
1312;0.067;0.279;0
1313;0.049;0.246;0
1314;0.046;0.337;0
1315;0.036;0.222;0
1316;0.035;0.303;0
1317;0.086;0.276;0
1318;0.102;0.328;0
1319;0.022;0.207;0
1320;0.035;0.316;0
1321;0.069;0.286;0
1322;0.041;0.329;0
1323;0.033;0.209;0
1324;0.059;0.253;0
1325;0.018;0.413;0
1326;0.05;0.242;0
1327;0.044;0.391;0
1328;0.059;0.259;0
1329;0.092;0.302;0
1330;0.023;0.374;0
1331;0.095;0.217;0
1332;0.064;0.219;0
1333;0.15;0.261;0
1334;0.041;0.321;0
1335;0.079;0.316;0
1336;0.092;0.162;0
1337;0.053;0.295;0
1338;0.048;0.169;0
1339;0.044;0.147;0
1340;0.024;0.378;0
1341;0.026;0.367;0
1342;0.03;0.315;0
1343;0.044;0.206;0
1344;0.068;0.204;0
1345;0.043;0.384;0
1346;0.036;0.217;0
1347;0.041;0.187;0
1348;0.08;0.351;0
1349;0.192;0.122;0
1350;0.088;0.201;0
1351;0.043;0.316;0
1352;0.03;0.333;0
1353;0.018;0.236;0
1354;0.046;0.274;0
1355;0.012;0.235;0
1356;0.045;0.153;0
1357;0.035;0.335;1
1358;0.087;0.231;0
1359;0.03;0.277;0
1360;0.028;0.357;0
1361;0.031;0.25;0
1362;0.05;0.351;0
1363;0.126;0.274;0
1364;0.066;0.27;0
1365;0.044;0.207;0
1366;0.014;0.324;0
1367;0.03;0.297;0
1368;0.033;0.261;0
1369;0.033;0.43;0
1370;0.032;0.327;0
1371;0.014;0.199;0
1372;0.093;0.354;0
1373;0.039;0.261;0
1374;0.024;0.213;0
1375;0.2;0.31;0
1376;0.058;0.212;0
1377;0.027;0.39;0
1378;0.059;0.256;0
1379;0.03;0.237;0
1380;0.03;0.299;0
1381;0.034;0.332;0
1382;0.022;0.377;0
1383;0.055;0.246;0
1384;0.06;0.312;0
1385;0.074;0.269;0
1386;0.027;0.345;0
1387;0.068;0.401;0
1388;0.179;0.301;0
1389;0.067;0.106;0
1390;0.055;0.374;0
1391;0.053;0.272;0
1392;0.043;0.257;0
1393;0.021;0.33;0
1394;0.045;0.271;0
1395;0.078;0.146;0
1396;0.102;0.288;0
1397;0.208;0.248;0
1398;0.067;0.196;0
1399;0.117;0.28;0
1400;0.072;0.212;0
1401;0.028;0.206;0
1402;0.045;0.211;0
1403;0.071;0.161;0
1404;0.05;0.261;0
1405;0.042;0.347;0
1406;0.118;0.17;0
1407;0.13;0.313;0
1408;0.044;0.232;0
1409;0.026;0.312;0
1410;0.018;0.24;0
1411;0.053;0.34;0
1412;0.048;0.202;0
1413;0.043;0.293;0
1414;0.031;0.371;0
1415;0.031;0.356;0
1416;0.041;0.323;0
1417;0.061;0.151;0
1418;0.035;0.25;0
1419;0.025;0.202;0
1420;0.07;0.121;0
1421;0.041;0.164;0
1422;0.05;0.186;0
1423;0.045;0.268;0
1424;0.097;0.308;0
1425;0.018;0.386;0
1426;0.071;0.249;0
1427;0.023;0.251;0
1428;0.034;0.328;0
1429;0.032;0.368;0
1430;0.035;0.311;0
1431;0.038;0.397;0
1432;0.212;0.317;0
1433;0.03;0.139;0
1434;0.031;0.353;0
1435;0.073;0.247;0
1436;0.041;0.402;0
1437;0.057;0.368;0
1438;0.027;0.329;0
1439;0.048;0.335;0
1440;0.039;0.276;0
1441;0.028;0.31;0
1442;0.092;0.182;0
1443;0.063;0.336;0
1444;0.07;0.264;0
1445;0.056;0.354;0
1446;0.027;0.341;0
1447;0.026;0.317;0
1448;0.04;0.284;0
1449;0.036;0.368;0
1450;0.062;0.028;0
1451;0.071;0.159;0
1452;0.021;0.341;0
1453;0.031;0.243;0
1454;0.042;0.319;0
1455;0.053;0.223;0
1456;0.07;0.206;0
1457;0.025;0.374;0
1458;0.018;0.181;0
1459;0.039;0.287;0
1460;0.02;0.36;0
1461;0.04;0.333;0
1462;0.026;0.339;0
1463;0.162;0.329;0
1464;0.045;0.247;0
1465;0.069;0.365;0
1466;0.061;0.352;0
1467;0.037;0.419;0
1468;0.084;0.209;0
1469;0.052;0.351;0
1470;0.041;0.261;0
1471;0.068;0.225;0
1472;0.064;0.313;0
1473;0.05;0.263;1
1474;0.097;0.329;0
1475;0.043;0.364;0
1476;0.061;0.368;0
1477;0.058;0.257;0
1478;0.05;0.213;0
1479;0.062;0.243;0
1480;0.054;0.389;0
1481;0.034;0.316;0
1482;0.031;0.429;0
1483;0.076;0.292;0
1484;0.018;0.402;0
1485;0.047;0.346;0
1486;0.047;0.341;0
1487;0.038;0.312;0
1488;0.023;0.186;0
1489;0.05;0.258;0
1490;0.061;0.287;0
1491;0.021;0.4;0
1492;0.02;0.244;1
1493;0.031;0.077;0
1494;0.042;0.297;0
1495;0.035;0.418;0
1496;0.058;0.375;0
1497;0.111;0.189;0
1498;0.02;0.382;0
1499;0.053;0.328;0
1500;0.042;0.296;0
1501;0.024;0.368;0
1502;0.052;0.304;0
1503;0.037;0.138;0
1504;0.061;0.178;0
1505;0.011;0.402;0
1506;0.088;0.279;0
1507;0.021;0.38;0
1508;0.023;0.339;1
1509;0.062;0.284;0
1510;0.042;0.237;0
1511;0.11;0.188;0
1512;0.037;0.29;0
1513;0.045;0.351;0
1514;0.046;0.343;0
1515;0.025;0.344;0
1516;0.064;0.229;0
1517;0.041;0.157;0
1518;0.023;0.29;0
1519;0.046;0.221;0
1520;0.013;0.296;0
1521;0.053;0.307;0
1522;0.036;0.186;0
1523;0.056;0.41;0
1524;0.025;0.424;0
1525;0.033;0.225;0
1526;0.037;0.217;0
1527;0.032;0.32;0
1528;0.102;0.351;0
1529;0.045;0.28;0
1530;0.022;0.343;0
1531;0.125;0.166;0
1532;0.048;0.355;0
1533;0.017;0.278;0
1534;0.106;0.181;0
1535;0.038;0.2;0
1536;0.029;0.344;0
1537;0.074;0.305;0
1538;0.045;0.361;0
1539;0.061;0.365;0
1540;0.018;0.383;0
1541;0.094;0.312;0
1542;0.018;0.359;0
1543;0.07;0.267;0
1544;0.042;0.328;0
1545;0.063;0.186;0
1546;0.041;0.242;0
1547;0.024;0.302;0
1548;0.052;0.397;0
1549;0.058;0.409;0
1550;0.04;0.258;0
1551;0.083;0.318;0
1552;0.034;0.255;0
1553;0.118;0.36;0
1554;0.041;0.423;0
1555;0.1;0.16;1
1556;0.022;0.109;0
1557;0.038;0.199;0
1558;0.02;0.33;0
1559;0.032;0.288;0
1560;0.056;0.252;0
1561;0.032;0.278;0
1562;0.043;0.157;0
1563;0.053;0.293;0
1564;0.034;0.393;0
1565;0.077;0.239;0
1566;0.044;0.353;0
1567;0.038;0.328;0
1568;0.096;0.151;0
1569;0.027;0.176;0
1570;0.027;0.232;0
1571;0.077;0.331;0
1572;0.087;0.109;0
1573;0.102;0.396;0
1574;0.036;0.265;0
1575;0.094;0.206;0
1576;0.031;0.409;0
1577;0.034;0.308;0
1578;0.041;0.312;0
1579;0.067;0.326;0
1580;0.029;0.359;0
1581;0.061;0.218;0
1582;0.095;0.166;0
1583;0.045;0.337;0
1584;0.039;0.354;0
1585;0.013;0.304;0
1586;0.015;0.266;0
1587;0.048;0.122;1
1588;0.027;0.106;0
1589;0.02;0.339;0
1590;0.028;0.314;0
1591;0.017;0.296;0
1592;0.135;0.282;0
1593;0.068;0.385;0
1594;0.016;0.366;0
1595;0.056;0.277;0
1596;0.049;0.327;0
1597;0.026;0.267;0
1598;0.032;0.262;0
1599;0.029;0.256;0
1600;0.018;0.315;0
1601;0.066;0.193;0
1602;0.048;0.319;0
1603;0.056;0.224;0
1604;0.064;0.23;0
1605;0.037;0.312;0
1606;0.062;0.258;0
1607;0.031;0.275;0
1608;0.068;0.219;0
1609;0.03;0.347;0
1610;0.088;0.261;0
1611;0.029;0.367;0
1612;0.049;0.257;0
1613;0.037;0.219;0
1614;0.03;0.266;0
1615;0.058;0.383;0
1616;0.125;0.263;0
1617;0.067;0.354;0
1618;0.073;0.283;0
1619;0.019;0.363;0
1620;0.044;0.266;0
1621;0.058;0.161;0
1622;0.044;0.249;0
1623;0.047;0.308;0
1624;0.035;0.175;0
1625;0.026;0.344;0
1626;0.053;0.212;0
1627;0.022;0.394;0
1628;0.122;0.287;0
1629;0.025;0.255;0
1630;0.025;0.286;0
1631;0.024;0.275;0
1632;0.069;0.392;0
1633;0.033;0.287;0
1634;0.064;0.2;0
1635;0.041;0.33;0
1636;0.048;0.182;0
1637;0.03;0.328;0
1638;0.055;0.257;0
1639;0.041;0.343;0
1640;0.04;0.261;0
1641;0.07;0.308;0
1642;0.029;0.311;0
1643;0.105;0.15;0
1644;0.101;0.236;0
1645;0.069;0.18;0
1646;0.04;0.107;0
1647;0.023;0.15;0
1648;0.057;0.234;0
1649;0.024;0.4;0
1650;0.114;0.302;0
1651;0.08;0.14;0
1652;0.02;0.177;0
1653;0.031;0.348;0
1654;0.021;0.345;0
1655;0.068;0.164;0
1656;0.036;0.174;0
1657;0.169;0.27;0
1658;0.09;0.176;0
1659;0.038;0.375;0
1660;0.052;0.361;0
1661;0.042;0.376;0
1662;0.096;0.276;0
1663;0.052;0.279;0
1664;0.041;0.34;0
1665;0.051;0.229;0
1666;0.068;0.207;0
1667;0.037;0.161;0
1668;0.09;0.185;0
1669;0.029;0.365;0
1670;0.075;0.113;0
1671;0.074;0.264;0
1672;0.051;0.286;1
1673;0.067;0.278;0
1674;0.073;0.268;0
1675;0.141;0.358;0
1676;0.035;0.212;0
1677;0.042;0.289;0
1678;0.036;0.346;0
1679;0.01;0.327;0
1680;0.054;0.442;0
1681;0.065;0.337;0
1682;0.071;0.375;0
1683;0.031;0.313;0
1684;0.06;0.176;0
1685;0.038;0.246;0
1686;0.055;0.24;0
1687;0.034;0.244;0
1688;0.071;0.247;0
1689;0.054;0.132;0
1690;0.032;0.275;0
1691;0.102;0.342;0
1692;0.033;0.252;0
1693;0.047;0.36;1
1694;0.078;0.251;0
1695;0.039;0.251;0
1696;0.02;0.357;0
1697;0.066;0.199;0
1698;0.084;0.195;0
1699;0.144;0.266;0
1700;0.04;0.209;0
1701;0.214;0.234;0
1702;0.127;0.231;0
1703;0.072;0.242;0
1704;0.027;0.248;0
1705;0.063;0.256;0
1706;0.062;0.363;0
1707;0.065;0.396;0
1708;0.045;0.242;0
1709;0.017;0.271;0
1710;0.023;0.291;0
1711;0.086;0.14;0
1712;0.064;0.215;0
1713;0.067;0.284;0
1714;0.039;0.284;1
1715;0.061;0.213;0
1716;0.021;0.326;0
1717;0.064;0.333;0
1718;0.047;0.315;0
1719;0.1;0.145;0
1720;0.132;0.231;1
1721;0.132;0.197;0
1722;0.027;0.272;0
1723;0.032;0.366;0
1724;0.036;0.362;0
1725;0.055;0.203;1
1726;0.022;0.165;0
1727;0.032;0.388;0
1728;0.057;0.255;0
1729;0.07;0.347;0
1730;0.032;0.429;0
1731;0.037;0.315;0
1732;0.023;0.314;0
1733;0.047;0.35;0
1734;0.035;0.314;0
1735;0.064;0.217;0
1736;0.04;0.415;0
1737;0.044;0.315;0
1738;0.057;0.232;0
1739;0.05;0.231;0
1740;0.018;0.322;0
1741;0.193;0.227;1
1742;0.078;0.19;0
1743;0.059;0.37;0
1744;0.055;0.216;0
1745;0.036;0.197;0
1746;0.026;0.357;0
1747;0.059;0.312;0
1748;0.013;0.29;0
1749;0.039;0.244;0
1750;0.033;0.273;0
1751;0.074;0.264;0
1752;0.057;0.277;0
1753;0.063;0.423;0
1754;0.032;0.229;0
1755;0.108;0.201;0
1756;0.078;0.202;0
1757;0.019;0.282;0
1758;0.042;0.439;0
1759;0.059;0.348;0
1760;0.089;0.181;0
1761;0.061;0.329;0
1762;0.066;0.179;0
1763;0.035;0.275;0
1764;0.04;0.258;0
1765;0.051;0.316;0
1766;0.063;0.378;0
1767;0.101;0.217;0
1768;0.054;0.378;0
1769;0.051;0.288;0
1770;0.044;0.359;0
1771;0.043;0.323;0
1772;0.096;0.287;0
1773;0.056;0.293;0
1774;0.024;0.305;0
1775;0.029;0.335;0
1776;0.063;0.279;0
1777;0.038;0.299;0
1778;0.023;0.336;0
1779;0.088;0.23;0
1780;0.038;0.406;0
1781;0.083;0.209;0
1782;0.023;0.276;0
1783;0.041;0.305;0
1784;0.032;0.245;0
1785;0.032;0.397;0
1786;0.037;0.292;0
1787;0.014;0.342;0
1788;0.071;0.251;0
1789;0.079;0.247;0
1790;0.039;0.364;0
1791;0.051;0.351;0
1792;0.026;0.336;0
1793;0.075;0.199;0
1794;0.031;0.287;0
1795;0.059;0.169;0
1796;0.047;0.33;0
1797;0.047;0.423;0
1798;0.039;0.349;0
1799;0.074;0.344;0
1800;0.037;0.256;0
1801;0.173;0.191;0
1802;0.061;0.298;0
1803;0.021;0.382;0
1804;0.041;0.275;0
1805;0.047;0.29;0
1806;0.026;0.219;0
1807;0.067;0.025;0
1808;0.051;0.221;0
1809;0.034;0.328;0
1810;0.026;0.176;0
1811;0.086;0.294;0
1812;0.046;0.291;0
1813;0.063;0.235;0
1814;0.112;0.264;1
1815;0.017;0.179;0
1816;0.027;0.375;0
1817;0.033;0.271;0
1818;0.057;0.227;0
1819;0.055;0.337;0
1820;0.076;0.348;0
1821;0.038;0.238;0
1822;0.114;0.399;0
1823;0.129;0.17;0
1824;0.023;0.401;0
1825;0.022;0.357;0
1826;0.069;0.195;0
1827;0.023;0.409;0
1828;0.033;0.298;0
1829;0.044;0.361;0
1830;0.036;0.18;0
1831;0.078;0.19;0
1832;0.036;0.403;0
1833;0.051;0.293;0
1834;0.029;0.308;0
1835;0.08;0.259;0
1836;0.065;0.184;0
1837;0.026;0.355;0
1838;0.066;0.379;0
1839;0.025;0.218;0
1840;0.012;0.385;0
1841;0.073;0.303;0
1842;0.045;0.34;0
1843;0.041;0.279;0
1844;0.055;0.241;0
1845;0.05;0.379;0
1846;0.059;0.196;0
1847;0.024;0.297;0
1848;0.063;0.397;0
1849;0.071;0.348;0
1850;0.019;0.329;0
1851;0.173;0.232;0
1852;0.054;0.354;0
1853;0.03;0.225;0
1854;0.062;0.324;0
1855;0.03;0.349;0
1856;0.027;0.427;0
1857;0.022;0.211;0
1858;0.103;0.219;0
1859;0.115;0.143;1
1860;0.055;0.183;0
1861;0.059;0.215;0
1862;0.028;0.363;0
1863;0.095;0.204;0
1864;0.128;0.339;0
1865;0.024;0.276;0
1866;0.104;0.281;0
1867;0.038;0.233;0
1868;0.102;0.355;0
1869;0.039;0.178;0
1870;0.048;0.269;0
1871;0.146;0.291;1
1872;0.019;0.37;0
1873;0.034;0.128;0
1874;0.041;0.368;0
1875;0.058;0.204;0
1876;0.058;0.182;0
1877;0.041;0.308;0
1878;0.049;0.314;0
1879;0.095;0.341;0
1880;0.018;0.433;0
1881;0.037;0.247;0
1882;0.044;0.339;0
1883;0.036;0.226;0
1884;0.048;0.221;0
1885;0.081;0.221;0
1886;0.123;0.232;0
1887;0.036;0.297;0
1888;0.074;0.318;0
1889;0.036;0.313;0
1890;0.057;0.324;0
1891;0.032;0.365;0
1892;0.086;0.233;0
1893;0.026;0.208;0
1894;0.06;0.355;0
1895;0.043;0.321;0
1896;0.047;0.256;0
1897;0.048;0.315;0
1898;0.094;0.239;0
1899;0.049;0.28;0
1900;0.025;0.149;0
1901;0.107;0.186;0
1902;0.069;0.273;0
1903;0.029;0.232;0
1904;0.102;0.317;0
1905;0.041;0.225;0
1906;0.037;0.334;0
1907;0.076;0.196;0
1908;0.036;0.388;0
1909;0.038;0.353;0
1910;0.014;0.369;0
1911;0.041;0.313;0
1912;0.039;0.348;0
1913;0.115;0.143;0
1914;0.086;0.181;0
1915;0.041;0.277;0
1916;0.023;0.333;0
1917;0.069;0.25;0
1918;0.045;0.23;0
1919;0.169;0.165;0
1920;0.026;0.252;0
1921;0.026;0.224;0
1922;0.076;0.327;0
1923;0.095;0.371;0
1924;0.064;0.2;0
1925;0.092;0.187;0
1926;0.033;0.385;0
1927;0.062;0.331;0
1928;0.033;0.301;0
1929;0.042;0.177;0
1930;0.031;0.305;0
1931;0.056;0.39;0
1932;0.059;0.269;0
1933;0.069;0.228;0
1934;0.053;0.352;0
1935;0.052;0.306;0
1936;0.064;0.281;0
1937;0.037;0.343;0
1938;0.083;0.219;0
1939;0.046;0.323;0
1940;0.071;0.257;0
1941;0.035;0.39;0
1942;0.026;0.414;0
1943;0.065;0.338;0
1944;0.049;0.305;0
1945;0.043;0.246;0
1946;0.065;0.237;0
1947;0.033;0.339;0
1948;0.066;0.272;0
1949;0.052;0.248;0
1950;0.014;0.352;0
1951;0.032;0.309;0
1952;0.112;0.328;0
1953;0.066;0.171;0
1954;0.041;0.255;0
1955;0.133;0.223;0
1956;0.042;0.021;0
1957;0.024;0.336;0
1958;0.056;0.327;0
1959;0.042;0.277;0
1960;0.028;0.285;0
1961;0.058;0.306;0
1962;0.122;0.22;0
1963;0.068;0.215;0
1964;0.035;0.314;0
1965;0.044;0.182;0
1966;0.035;0.209;0
1967;0.087;0.147;0
1968;0.067;0.385;0
1969;0.032;0.327;0
1970;0.063;0.237;0
1971;0.167;0.307;0
1972;0.071;0.224;0
1973;0.06;0.367;0
1974;0.029;0.249;0
1975;0.109;0.2;1
1976;0.03;0.344;0
1977;0.078;0.35;0
1978;0.027;0.241;0
1979;0.021;0.203;0
1980;0.035;0.236;0
1981;0.025;0.19;0
1982;0.037;0.303;0
1983;0.03;0.276;0
1984;0.018;0.272;0
1985;0.03;0.306;0
1986;0.061;0.216;0
1987;0.046;0.322;0
1988;0.069;0.184;1
1989;0.141;0.379;0
1990;0.062;0.248;0
1991;0.088;0.293;0
1992;0.037;0.275;0
1993;0.027;0.268;0
1994;0.042;0.339;0
1995;0.084;0.244;0
1996;0.023;0.371;0
1997;0.049;0.159;0
1998;0.033;0.291;0
1999;0.095;0.211;0
2000;0.02;0.359;0
2001;0.05;0.423;0
2002;0.019;0.359;0
2003;0.032;0.351;0
2004;0.116;0.323;0
2005;0.029;0.239;0
2006;0.05;0.12;0
2007;0.04;0.244;0
2008;0.061;0.251;0
2009;0.027;0.4;0
2010;0.022;0.326;0
2011;0.032;0.268;0
2012;0.031;0.435;0
2013;0.032;0.31;0
2014;0.047;0.228;0
2015;0.039;0.34;0
2016;0.112;0.165;1
2017;0.026;0.325;0
2018;0.024;0.38;0
2019;0.044;0.185;0
2020;0.091;0.17;0
2021;0.081;0.18;0
2022;0.132;0.281;0
2023;0.022;0.371;0
2024;0.047;0.27;0
2025;0.045;0.23;0
2026;0.098;0.341;0
2027;0.047;0.332;0
2028;0.075;0.341;0
2029;0.034;0.259;0
2030;0.05;0.208;0
2031;0.074;0.34;0
2032;0.059;0.21;0
2033;0.067;0.251;0
2034;0.039;0.317;0
2035;0.053;0.32;0
2036;0.058;0.292;0
2037;0.037;0.201;0
2038;0.095;0.253;0
2039;0.048;0.287;0
2040;0.019;0.25;0
2041;0.013;0.334;0
2042;0.022;0.238;0
2043;0.093;0.234;0
2044;0.038;0.291;0
2045;0.128;0.178;0
2046;0.086;0.247;0
2047;0.051;0.187;0
2048;0.102;0.436;0
2049;0.039;0.382;0
2050;0.073;0.193;0
2051;0.056;0.306;0
2052;0.053;0.21;0
2053;0.019;0.328;0
2054;0.12;0.287;0
2055;0.065;0.267;0
2056;0.043;0.233;0
2057;0.118;0.346;0
2058;0.063;0.13;1
2059;0.097;0.241;0
2060;0.037;0.284;0
2061;0.116;0.31;0
2062;0.041;0.276;0
2063;0.036;0.3;0
2064;0.061;0.287;0
2065;0.015;0.312;0
2066;0.016;0.248;0
2067;0.074;0.129;0
2068;0.035;0.195;0
2069;0.052;0.324;0
2070;0.071;0.264;0
2071;0.087;0.166;0
2072;0.044;0.141;0
2073;0.056;0.335;0
2074;0.035;0.383;0
2075;0.017;0.266;0
2076;0.042;0.277;0
2077;0.042;0.309;0
2078;0.022;0.206;0
2079;0.068;0.158;0
2080;0.026;0.249;0
2081;0.013;0.494;0
2082;0.047;0.167;0
2083;0.042;0.271;0
2084;0.038;0.401;0
2085;0.038;0.301;0
2086;0.051;0.29;0
2087;0.022;0.245;0
2088;0.042;0.271;0
2089;0.081;0.28;0
2090;0.019;0.335;0
2091;0.085;0.338;0
2092;0.067;0.329;0
2093;0.062;0.27;0
2094;0.101;0.315;0
2095;0.036;0.231;0
2096;0.043;0.327;0
2097;0.03;0.247;0
2098;0.051;0.347;0
2099;0.047;0.213;0
2100;0.156;0.164;0
2101;0.03;0.274;0
2102;0.037;0.387;0
2103;0.031;0.08;0
2104;0.039;0.356;0
2105;0.116;0.202;0
2106;0.036;0.282;0
2107;0.018;0.326;0
2108;0.033;0.336;0
2109;0.08;0.279;0
2110;0.028;0.42;0
2111;0.099;0.119;0
2112;0.047;0.266;0
2113;0.036;0.291;0
2114;0.096;0.335;0
2115;0.024;0.287;0
2116;0.054;0.136;0
2117;0.036;0.304;0
2118;0.032;0.327;0
2119;0.069;0.164;0
2120;0.056;0.273;0
2121;0.053;0.242;0
2122;0.042;0.181;0
2123;0.042;0.397;0
2124;0.158;0.363;0
2125;0.023;0.268;0
2126;0.042;0.227;0
2127;0.027;0.27;0
2128;0.093;0.318;0
2129;0.079;0.312;0
2130;0.025;0.306;0
2131;0.031;0.293;0
2132;0.033;0.302;0
2133;0.136;0.147;0
2134;0.031;0.256;0
2135;0.021;0.35;0
2136;0.02;0.334;0
2137;0.09;0.332;0
2138;0.028;0.268;0
2139;0.031;0.369;0
2140;0.074;0.029;0
2141;0.031;0.164;0
2142;0.065;0.194;0
2143;0.03;0.256;0
2144;0.025;0.388;0
2145;0.06;0.127;0
2146;0.12;0.255;0
2147;0.056;0.345;0
2148;0.039;0.378;0
2149;0.025;0.371;0
2150;0.023;0.336;0
2151;0.027;0.245;0
2152;0.033;0.27;0
2153;0.028;0.407;0
2154;0.042;0.217;0
2155;0.035;0.34;0
2156;0.129;0.231;0
2157;0.018;0.421;0
2158;0.05;0.166;1
2159;0.07;0.283;0
2160;0.055;0.161;0
2161;0.032;0.409;0
2162;0.028;0.297;0
2163;0.024;0.28;0
2164;0.023;0.29;0
2165;0.043;0.312;0
2166;0.024;0.281;0
2167;0.14;0.218;0
2168;0.062;0.305;0
2169;0.063;0.169;0
2170;0.055;0.323;0
2171;0.066;0.128;0
2172;0.098;0.187;0
2173;0.048;0.257;0
2174;0.024;0.363;0
2175;0.029;0.228;0
2176;0.024;0.263;0
2177;0.024;0.153;0
2178;0.11;0.257;0
2179;0.045;0.318;0
2180;0.03;0.441;0
2181;0.025;0.407;0
2182;0.016;0.303;0
2183;0.055;0.312;0
2184;0.028;0.259;0
2185;0.044;0.283;0
2186;0.014;0.328;0
2187;0.053;0.383;0
2188;0.055;0.289;0
2189;0.058;0.213;0
2190;0.065;0.134;0
2191;0.044;0.301;0
2192;0.045;0.235;0
2193;0.037;0.374;0
2194;0.065;0.331;0
2195;0.034;0.152;0
2196;0.073;0.287;0
2197;0.036;0.27;0
2198;0.064;0.3;0
2199;0.045;0.146;0
2200;0.026;0.432;0
2201;0.037;0.218;0
2202;0.03;0.263;0
2203;0.087;0.406;0
2204;0.027;0.397;0
2205;0.063;0.205;0
2206;0.057;0.396;0
2207;0.047;0.348;0
2208;0.029;0.21;0
2209;0.114;0.156;0
2210;0.036;0.242;0
2211;0.032;0.275;0
2212;0.054;0.264;0
2213;0.025;0.366;0
2214;0.121;0.334;1
2215;0.026;0.379;0
2216;0.051;0.287;0
2217;0.051;0.173;0
2218;0.058;0.171;0
2219;0.033;0.244;0
2220;0.063;0.354;0
2221;0.092;0.257;0
2222;0.037;0.364;0
2223;0.029;0.39;0
2224;0.045;0.362;0
2225;0.076;0.135;0
2226;0.048;0.228;0
